MovieID,UserID,Rating
2541,3353,4.0
914,1917,4.0
1950,4724,4.0
733,1034,4.0
1208,1697,5.0
1391,851,3.0
1273,1869,4.0
2762,2275,4.0
2471,1812,3.0
1597,3686,2.0
2948,4152,3.0
1097,570,3.0
2867,3411,4.0
3360,1552,4.0
897,5007,3.0
2427,704,3.0
1885,3986,4.0
2918,3661,4.0
377,5944,3.0
2093,2620,3.0
3471,1024,4.0
3060,2761,4.0
1240,4508,4.0
1127,5626,4.0
490,2833,4.0
647,3462,4.0
3253,2670,4.0
748,3960,3.0
2115,3052,3.0
1281,1092,4.0
2253,4298,3.0
1552,2672,3.0
913,362,4.0
1288,2014,4.0
2243,3125,4.0
1261,3222,4.0
994,4065,4.0
1243,1291,4.0
1270,3282,4.0
3421,4804,4.0
1617,2347,3.0
2248,820,4.0
1275,5435,3.0
1032,4022,3.0
2406,4641,4.0
714,816,4.0
2657,2525,3.0
953,5923,4.0
1394,734,4.0
1580,2641,4.0
2712,5638,4.0
2858,858,5.0
464,4456,2.0
3525,2860,2.0
1240,5534,4.0
910,5817,4.0
502,4254,2.0
2916,1976,4.0
3217,4062,2.0
3798,5237,3.0
455,2291,4.0
3067,5007,3.0
1185,3983,4.0
3786,5261,5.0
1282,3524,3.0
1200,951,5.0
2797,150,3.0
2268,102,4.0
3448,216,4.0
1060,3068,4.0
32,1182,3.0
1028,5608,2.0
1090,4726,5.0
2378,1035,3.0
923,1410,4.0
1466,1263,4.0
2353,2903,3.0
1801,3109,3.0
3388,5120,3.0
2997,5718,5.0
3039,4536,4.0
2502,4216,4.0
1931,3994,5.0
2641,4736,4.0
374,1164,3.0
3048,5075,2.0
2289,1588,4.0
3551,3770,4.0
802,5187,5.0
1200,1630,4.0
1485,1562,4.0
3127,4951,4.0
2779,2745,3.0
306,657,5.0
2896,3409,4.0
2628,2923,3.0
784,1861,4.0
252,5021,5.0
924,1353,4.0
232,4515,4.0
3,4809,3.0
2116,109,4.0
3510,3058,4.0
3,2365,5.0
1413,4900,3.0
2054,730,3.0
3508,480,4.0
494,1184,4.0
3264,2708,3.0
3548,4692,3.0
379,4889,3.0
457,4925,3.0
3251,4931,4.0
1015,1333,3.0
3174,1016,4.0
2126,2053,4.0
3513,844,3.0
1468,5290,3.0
1078,2090,5.0
586,3598,2.0
1625,5843,3.0
479,5311,3.0
2278,5777,4.0
2112,2786,3.0
3744,2185,3.0
2996,605,3.0
592,3559,4.0
1214,5698,4.0
1641,1316,3.0
1350,1034,3.0
1729,2165,4.0
2083,259,3.0
1591,702,3.0
3105,2794,4.0
1186,1454,4.0
1401,4487,2.0
1135,3992,3.0
1092,5535,2.0
2080,1294,4.0
2439,5319,3.0
2531,118,2.0
357,1740,4.0
1093,2986,4.0
2581,2852,4.0
1221,1864,4.0
589,5331,4.0
1876,4490,4.0
1089,2004,4.0
3477,4487,3.0
2566,3478,2.0
3039,2586,3.0
3037,2473,4.0
2160,2358,5.0
2664,3620,5.0
1233,6035,4.0
1259,3934,4.0
2918,3156,4.0
1097,4078,4.0
2355,2266,4.0
1777,1798,3.0
1221,5623,4.0
1542,4564,3.0
971,4304,3.0
539,17,4.0
788,2115,3.0
2642,1363,3.0
1258,4763,5.0
2941,888,4.0
3751,384,3.0
3101,1930,3.0
2352,2642,4.0
2995,5516,2.0
2028,1474,5.0
2141,4708,5.0
2566,1318,3.0
919,3219,5.0
3628,4756,2.0
1019,5830,4.0
913,5929,4.0
3552,1647,4.0
3633,4310,3.0
1653,1952,4.0
2460,2753,2.0
26,3353,4.0
2581,2845,2.0
1271,1024,3.0
2294,5582,4.0
1252,413,5.0
2145,1426,4.0
497,4409,4.0
2762,15,5.0
920,5159,4.0
3733,5582,4.0
1645,5485,3.0
480,4022,5.0
374,4708,4.0
849,5624,3.0
2108,3286,4.0
2324,4152,4.0
1917,2395,4.0
1573,2638,3.0
1198,4995,5.0
157,4586,3.0
1747,3994,4.0
2728,285,3.0
21,3109,4.0
442,1080,3.0
801,1095,4.0
3545,4769,4.0
2250,3973,4.0
2915,2726,3.0
1945,3642,4.0
3114,1214,5.0
3510,914,3.0
25,4195,4.0
1445,702,3.0
551,960,4.0
2006,2699,3.0
2379,4723,2.0
474,5188,4.0
858,2952,5.0
416,702,2.0
3334,4612,4.0
2580,2601,4.0
3623,2037,4.0
788,2305,3.0
922,506,4.0
1262,2786,4.0
1917,5415,4.0
2968,5450,3.0
2028,81,4.0
592,4467,5.0
2724,4680,3.0
3421,3887,5.0
3787,2702,4.0
1692,773,3.0
3755,3577,4.0
2916,2165,4.0
1648,2851,4.0
1248,4092,4.0
2706,712,3.0
3052,3084,4.0
1218,3749,4.0
837,4548,3.0
3361,1479,4.0
2548,5373,3.0
1429,325,4.0
249,4761,3.0
920,5717,5.0
1590,1609,3.0
1686,4039,4.0
34,4468,4.0
2409,5870,3.0
3695,2114,2.0
2819,445,4.0
2791,2838,4.0
2710,4537,3.0
1378,698,3.0
356,288,3.0
827,697,4.0
2011,5720,3.0
3801,3997,5.0
2165,15,3.0
150,3338,4.0
2710,4362,2.0
2280,4103,3.0
1188,1543,4.0
1245,4322,4.0
1213,5236,5.0
1375,2305,3.0
3148,3393,4.0
1256,3283,5.0
1942,5625,5.0
653,1750,4.0
1081,1032,4.0
60,3996,3.0
1127,4454,3.0
1227,1151,4.0
3263,2217,4.0
2700,146,5.0
910,313,4.0
1258,2191,4.0
2662,2221,3.0
550,4229,3.0
3040,5749,3.0
2273,5693,4.0
3526,1793,4.0
3793,3311,4.0
3507,1549,3.0
1104,1288,4.0
1269,4138,4.0
1393,3050,4.0
1225,4185,4.0
1273,2712,5.0
1643,2371,4.0
2717,826,3.0
2791,1327,4.0
2310,866,2.0
3591,3411,4.0
2901,3215,3.0
2267,2306,3.0
2096,3441,4.0
2311,1433,3.0
2650,1509,4.0
2987,1635,4.0
1357,290,5.0
1754,2209,4.0
3916,604,3.0
2268,5467,4.0
2504,3794,3.0
3358,3960,4.0
2944,5561,4.0
3489,431,3.0
457,3869,4.0
903,1838,4.0
994,2770,4.0
2937,111,5.0
3175,3586,4.0
1687,5902,4.0
300,1338,4.0
2541,2507,3.0
543,3254,3.0
3593,2537,2.0
480,2699,3.0
2628,225,4.0
2248,5087,4.0
1270,1163,4.0
3608,4634,3.0
3072,2111,3.0
348,2350,4.0
2644,70,4.0
1216,4310,3.0
3100,2575,4.0
3503,3612,3.0
364,4570,5.0
2268,4310,3.0
3298,1092,3.0
3260,4523,4.0
165,5570,4.0
1219,3423,5.0
2259,2821,4.0
1200,3750,5.0
3717,3908,3.0
2724,2981,4.0
969,4543,4.0
1196,5355,3.0
933,4860,4.0
2160,5173,5.0
511,3898,3.0
1396,866,3.0
2674,2474,3.0
1466,5632,4.0
3874,1629,3.0
628,98,5.0
2302,4567,3.0
457,2503,4.0
2008,4321,3.0
1372,4351,4.0
3082,3048,5.0
1580,876,4.0
1370,4671,4.0
3706,3739,4.0
3219,4893,4.0
2355,5667,4.0
1353,697,3.0
368,3239,5.0
3426,4553,4.0
1974,5892,3.0
1999,2949,3.0
3615,707,3.0
931,3996,3.0
1204,5640,5.0
69,2467,3.0
1262,5206,4.0
3197,4451,4.0
21,2865,4.0
1270,5081,4.0
2802,2453,3.0
1127,4104,2.0
3175,3870,4.0
1961,4416,4.0
589,3161,5.0
3067,5194,4.0
3799,3977,2.0
3005,1699,3.0
2542,5631,4.0
3468,2710,4.0
1961,5825,5.0
1212,1508,4.0
3751,2281,4.0
3763,3005,3.0
2147,4645,2.0
449,2075,4.0
1230,3961,4.0
2571,167,5.0
1249,4048,4.0
2144,3147,3.0
3,2535,3.0
2935,25,5.0
2987,2306,3.0
2630,4194,3.0
750,371,5.0
2064,2648,4.0
1438,4566,3.0
3798,5592,2.0
1673,5239,4.0
1693,1456,4.0
3108,538,4.0
1608,5777,4.0
3591,5702,4.0
2395,1396,4.0
2717,5569,3.0
2724,1210,3.0
1982,4968,4.0
648,3513,4.0
1682,1617,4.0
3255,1086,3.0
3007,5747,4.0
1497,4205,2.0
3108,5957,3.0
514,266,4.0
2683,2268,3.0
466,656,4.0
2375,956,3.0
2690,3761,3.0
1279,1167,3.0
3467,5234,3.0
1527,1092,3.0
2571,5941,5.0
2450,738,2.0
3638,4310,2.0
288,2082,4.0
322,4016,4.0
1673,259,4.0
1446,1030,4.0
1293,4948,5.0
3361,2821,4.0
1972,571,3.0
1688,4456,3.0
3256,3508,4.0
1208,5632,4.0
3359,4417,4.0
1953,5768,5.0
2688,2297,3.0
1129,1176,4.0
697,2046,2.0
909,1288,4.0
3489,2507,3.0
2976,457,3.0
1994,1316,3.0
3623,268,4.0
1393,3572,4.0
3773,3914,3.0
1073,4043,3.0
196,511,3.0
368,5587,3.0
3774,2784,2.0
2919,6018,4.0
1921,2332,5.0
32,6004,4.0
39,1283,4.0
2407,5913,3.0
3182,832,4.0
3082,5218,4.0
3624,1336,5.0
1286,3668,3.0
3307,1309,5.0
1089,4492,4.0
595,2357,4.0
231,5554,2.0
1240,3189,4.0
3578,1614,4.0
485,5824,3.0
2046,5432,3.0
1376,3411,4.0
2375,689,3.0
431,496,4.0
48,4764,3.0
3004,3908,3.0
3751,4364,4.0
2054,1084,3.0
1097,191,4.0
1292,5007,4.0
3095,910,5.0
1393,1439,4.0
3287,1278,3.0
2628,4804,4.0
786,2202,3.0
2333,2433,4.0
1231,3359,4.0
1291,2469,4.0
175,5029,4.0
1641,5687,4.0
1347,1488,3.0
1193,5240,4.0
1373,5229,3.0
1876,660,4.0
2795,3603,4.0
2019,3597,4.0
3481,3297,4.0
1057,1366,4.0
1197,1868,4.0
1401,2749,4.0
1089,1876,4.0
161,5670,3.0
753,1772,3.0
70,5444,4.0
3697,5117,4.0
737,430,2.0
357,4267,4.0
2495,5310,4.0
3366,2510,4.0
1428,3673,3.0
393,3605,2.0
2746,3393,3.0
3479,269,4.0
1213,4550,5.0
2716,2330,4.0
1356,4459,4.0
1258,902,5.0
3152,2865,4.0
1954,1956,4.0
3908,6029,1.0
2100,3973,4.0
201,2517,3.0
3275,3845,3.0
3729,3130,4.0
3052,4485,4.0
1094,1245,3.0
908,1019,4.0
3527,4044,3.0
21,585,4.0
2364,1190,3.0
494,2467,3.0
11,4475,4.0
318,2941,4.0
1644,4254,4.0
1912,5014,3.0
2403,4446,4.0
2176,3960,4.0
293,3750,5.0
3101,391,4.0
1374,1824,3.0
1721,3860,4.0
3552,3254,4.0
931,5536,4.0
572,3612,3.0
1276,721,5.0
1191,5085,3.0
2797,3806,4.0
1974,2420,3.0
2455,4124,4.0
581,4487,5.0
1976,682,4.0
2716,4845,4.0
3298,1612,4.0
2571,1390,4.0
493,3034,2.0
1258,4086,4.0
1147,428,5.0
2352,4551,4.0
3114,444,5.0
1020,5883,3.0
3044,3845,4.0
247,3144,4.0
1127,1642,5.0
1883,4826,3.0
904,687,4.0
1619,4133,4.0
10,3340,4.0
748,2264,3.0
1950,4107,4.0
534,2648,3.0
1224,5687,4.0
1230,1403,4.0
1595,3808,3.0
2762,5612,5.0
2100,2642,4.0
2997,967,4.0
923,4527,5.0
1620,3491,3.0
1967,5942,4.0
3104,26,4.0
3082,1040,3.0
431,5084,4.0
986,2229,4.0
2789,4320,4.0
2293,697,4.0
851,5939,3.0
3262,146,3.0
1088,248,4.0
2710,4562,2.0
1017,4161,4.0
1208,3415,5.0
3911,4425,5.0
2318,2294,4.0
3822,1207,3.0
296,2234,4.0
2162,3669,3.0
2273,4931,4.0
3301,3859,4.0
3671,4619,3.0
2176,70,3.0
367,1740,3.0
551,2651,3.0
1907,1693,4.0
356,4445,4.0
3361,5062,4.0
2772,2699,2.0
281,529,4.0
3578,969,5.0
3179,3198,3.0
788,292,3.0
3421,1656,5.0
694,2676,3.0
1968,958,4.0
599,4209,3.0
2424,4212,4.0
2735,2388,3.0
724,3915,3.0
786,1978,3.0
678,4367,5.0
2471,3562,3.0
296,816,4.0
265,4816,4.0
24,4932,4.0
919,989,4.0
1184,3678,4.0
1373,3414,3.0
2262,2310,3.0
3614,1649,4.0
2163,4446,3.0
435,493,4.0
2369,4175,3.0
3836,1239,4.0
151,1968,4.0
3253,2330,4.0
2312,1274,4.0
110,244,5.0
3035,273,4.0
2395,5314,3.0
160,1301,2.0
1641,5118,4.0
3671,4091,4.0
355,296,3.0
3147,913,5.0
1649,5855,3.0
111,3946,5.0
543,2388,4.0
3257,1387,3.0
2997,2571,4.0
1196,3525,4.0
2490,4594,3.0
1387,4648,4.0
1127,3195,5.0
1081,2147,4.0
260,5087,5.0
594,1338,4.0
2027,3889,3.0
593,2948,4.0
1777,3257,3.0
1265,1705,4.0
1726,3471,4.0
880,5085,3.0
2469,3482,4.0
1476,4229,2.0
1965,2162,3.0
1258,2645,4.0
3418,5535,4.0
1960,2494,4.0
2262,1394,3.0
3102,5310,5.0
6,2385,4.0
1526,1116,3.0
3911,2326,4.0
1188,2162,3.0
2687,2754,4.0
1370,2146,4.0
1210,4132,4.0
2085,5317,3.0
145,5519,3.0
3698,4804,4.0
581,2787,3.0
881,3594,2.0
1131,3228,4.0
12,3004,2.0
231,169,3.0
1234,2648,4.0
1286,567,3.0
1821,3815,4.0
2528,219,4.0
260,5923,4.0
1242,4196,4.0
2539,126,3.0
1080,2880,3.0
2110,4101,3.0
2724,3775,3.0
2959,4934,3.0
1262,29,5.0
231,2581,0.0
2037,827,4.0
1214,1036,4.0
2671,2892,4.0
1673,4586,4.0
1459,3409,4.0
588,1086,4.0
1391,330,3.0
1080,678,4.0
2124,3109,4.0
1676,4796,3.0
3260,4242,4.0
1762,5415,4.0
1962,3174,3.0
457,3932,5.0
688,986,2.0
1356,1182,4.0
2161,296,3.0
971,259,4.0
2011,4435,4.0
260,426,4.0
1249,3739,4.0
252,2737,3.0
1597,1303,3.0
150,4783,4.0
2716,2008,4.0
3148,3568,4.0
1221,5602,5.0
3593,5414,2.0
1711,3590,4.0
457,954,4.0
3552,746,5.0
1968,5893,4.0
2378,4616,3.0
852,552,3.0
899,1526,4.0
1895,242,3.0
377,1521,4.0
39,2519,3.0
18,702,4.0
3022,2162,4.0
165,3403,3.0
1873,2472,4.0
3578,5597,5.0
1274,1726,4.0
1909,5414,4.0
1831,4647,3.0
2528,5596,4.0
697,511,3.0
2456,5990,2.0
2946,5344,3.0
1711,1392,4.0
2108,5724,4.0
2294,546,5.0
2986,3834,3.0
2763,4582,3.0
3450,1081,4.0
1968,2259,3.0
3527,5739,3.0
3114,4532,5.0
1198,3916,4.0
3773,1303,3.0
3857,2708,3.0
431,3364,4.0
1206,5344,4.0
1377,4893,3.0
2041,1094,2.0
1945,3785,4.0
1680,1741,4.0
2108,4380,4.0
1016,2529,2.0
1090,2162,4.0
82,5852,4.0
1287,2216,4.0
1645,17,3.0
1274,4909,4.0
1104,2183,4.0
3763,1331,3.0
3354,2676,3.0
2433,4073,3.0
1289,1980,4.0
1257,2395,4.0
3699,2431,4.0
3088,2072,4.0
581,2,4.0
3061,1527,4.0
908,1901,4.0
1103,866,4.0
1302,5540,3.0
2100,1801,3.0
2459,1582,0.0
1552,697,3.0
2329,5409,4.0
16,3708,2.0
1136,4442,4.0
1262,3288,4.0
368,5913,4.0
2384,3842,3.0
2291,844,4.0
85,139,4.0
1912,3716,4.0
785,4175,3.0
368,1317,3.0
1771,1489,4.0
2791,4366,3.0
2805,1524,3.0
1353,1956,3.0
2385,3974,2.0
2163,5346,2.0
1299,768,4.0
11,5423,4.0
1089,445,4.0
3764,3127,3.0
3783,25,4.0
2546,5804,4.0
3535,702,4.0
2108,3473,3.0
2688,4814,3.0
25,5398,3.0
2146,3692,3.0
2929,1279,4.0
1221,288,4.0
3430,4536,3.0
2502,5254,5.0
2891,3874,3.0
1717,2511,3.0
2762,2577,5.0
2012,1036,3.0
3210,2148,4.0
2303,2162,3.0
70,5140,3.0
1265,339,4.0
3508,338,4.0
707,4487,3.0
2433,78,3.0
1307,1876,3.0
912,3959,4.0
1893,395,4.0
218,5199,3.0
649,1030,4.0
195,2159,3.0
3720,1,4.0
466,1894,4.0
3928,2162,3.0
1089,844,3.0
1835,3845,3.0
50,673,4.0
3185,3908,3.0
1210,287,4.0
587,3900,2.0
253,2787,3.0
3052,760,5.0
1265,3790,4.0
3249,4822,3.0
2572,1884,4.0
2694,4820,3.0
3698,4508,4.0
141,127,4.0
1232,2237,4.0
1994,5133,5.0
2469,4950,4.0
3081,5885,3.0
260,2698,4.0
95,5813,3.0
945,3629,5.0
1343,3950,4.0
293,1239,4.0
1608,2076,4.0
1220,6039,4.0
1036,2121,4.0
1,2791,4.0
1029,815,4.0
1689,4816,3.0
2724,1410,3.0
1395,4499,4.0
482,3228,4.0
2748,5028,2.0
3471,3845,4.0
1957,4751,4.0
640,2786,3.0
2105,5978,3.0
3045,4995,3.0
477,3136,2.0
3107,4308,4.0
3436,3914,2.0
531,1586,4.0
2121,3103,3.0
1283,2091,4.0
3396,4104,4.0
3389,3209,3.0
3591,1812,4.0
1721,1397,2.0
3087,1993,2.0
3813,2892,3.0
1254,412,5.0
480,133,4.0
2324,5704,5.0
2722,2396,3.0
3478,2927,3.0
3684,1608,4.0
3770,1608,3.0
671,202,4.0
2476,5920,3.0
2987,4078,4.0
165,32,4.0
3693,5536,3.0
2346,1034,3.0
2858,4159,4.0
1721,1146,4.0
153,1705,2.0
3308,322,3.0
1179,2786,4.0
1410,2052,3.0
593,5276,5.0
3462,4082,4.0
585,786,4.0
508,1524,3.0
3354,1807,3.0
2324,3568,4.0
955,3594,4.0
2986,103,2.0
546,2679,3.0
3178,424,4.0
480,5167,4.0
430,5436,2.0
181,15,2.0
1285,1381,4.0
2932,4661,2.0
1028,5575,5.0
918,4588,4.0
1358,2192,5.0
3160,4348,5.0
6,4284,4.0
2528,5199,4.0
1210,5789,5.0
673,5236,3.0
1035,1172,5.0
1100,1095,3.0
555,5534,4.0
2407,3562,3.0
3476,4685,3.0
2762,2599,5.0
2259,5534,3.0
141,5265,4.0
261,3665,5.0
1199,705,4.0
2478,508,2.0
1909,2090,5.0
1976,4254,3.0
3253,22,4.0
3174,4868,4.0
474,2405,4.0
1900,5764,4.0
1254,2345,5.0
2858,4801,4.0
2987,744,3.0
1249,4619,4.0
1304,1500,3.0
2396,4128,4.0
2607,782,4.0
2746,1659,3.0
1945,357,5.0
2712,4570,4.0
3809,126,3.0
303,851,3.0
1304,1519,5.0
2013,1434,4.0
921,3174,4.0
457,1780,5.0
36,1964,4.0
2628,5706,4.0
3248,4525,3.0
3452,164,4.0
3160,1160,3.0
380,5485,4.0
468,3491,4.0
3020,2388,3.0
1,4378,4.0
446,2051,4.0
3344,6010,4.0
999,1997,4.0
2327,2679,2.0
1268,6001,3.0
1395,2024,3.0
3257,4696,3.0
2396,1038,5.0
1213,4729,4.0
2387,5103,4.0
1249,1288,4.0
3264,5935,3.0
3934,5438,3.0
2402,133,3.0
1210,4001,4.0
3741,4520,4.0
3653,2225,5.0
2291,4152,4.0
1055,614,2.0
2085,1294,4.0
2947,5704,4.0
515,5659,4.0
2916,4042,3.0
1371,3478,3.0
1777,2762,4.0
1193,54,5.0
2997,4322,4.0
2710,3945,2.0
3923,3574,2.0
1784,4345,5.0
1188,4374,4.0
2105,3814,4.0
2324,1555,3.0
429,3397,3.0
2289,5729,4.0
2788,1486,4.0
2683,2231,4.0
902,3983,4.0
50,2586,5.0
2770,3663,3.0
3512,1251,4.0
1297,3556,4.0
1222,1940,4.0
3135,1901,4.0
1957,3622,4.0
2354,2933,3.0
2524,989,3.0
1580,2546,3.0
1762,5163,4.0
3015,1400,4.0
3052,5283,3.0
1690,567,3.0
3219,3757,3.0
783,4744,3.0
3285,2830,3.0
2630,2159,4.0
1407,4109,3.0
3254,339,3.0
173,1527,4.0
3869,5126,3.0
2712,2709,3.0
946,4185,4.0
1128,1312,3.0
736,4310,3.0
1734,1533,5.0
10,538,3.0
1480,2285,3.0
1722,3998,3.0
3809,5076,4.0
3481,164,4.0
364,3626,5.0
2023,5554,3.0
3042,1426,3.0
1965,960,4.0
2411,4726,3.0
1784,5382,5.0
2081,932,3.0
1057,1139,3.0
1013,4106,3.0
110,997,5.0
1080,4281,4.0
2028,5003,5.0
2375,1636,4.0
3666,1067,3.0
1983,87,3.0
3174,846,4.0
382,3125,3.0
2808,2906,3.0
3436,1144,3.0
1271,697,4.0
2150,5554,4.0
1198,4016,4.0
2059,5292,3.0
3738,1098,3.0
1395,214,3.0
2186,2786,4.0
1633,3262,4.0
628,4276,4.0
1210,494,4.0
2000,5920,4.0
3738,4208,3.0
2657,4988,4.0
2447,4214,5.0
3753,5868,3.0
1704,700,4.0
2791,1387,4.0
2883,5122,4.0
1674,1034,4.0
1673,4572,4.0
166,5436,2.0
648,5185,4.0
3358,2745,3.0
1729,738,4.0
356,1828,4.0
2455,3391,4.0
2872,5456,4.0
1987,2507,2.0
50,896,5.0
1097,1121,5.0
1797,1486,4.0
2997,2718,5.0
2139,4570,4.0
1722,1877,4.0
1073,1361,4.0
1049,1356,3.0
3868,4567,4.0
3341,609,4.0
596,758,4.0
1094,823,4.0
1982,2927,4.0
1254,1024,3.0
1694,567,4.0
1645,196,3.0
1081,5077,4.0
1148,1069,5.0
2485,4014,4.0
1947,4979,5.0
2248,3161,4.0
1954,5374,4.0
3453,132,2.0
2194,702,4.0
1376,1345,3.0
589,4647,4.0
32,2896,4.0
162,5303,4.0
3408,2549,4.0
3363,3048,5.0
538,3834,4.0
2916,1015,3.0
1411,5017,4.0
1784,5559,4.0
2916,1040,4.0
2925,533,4.0
370,2491,3.0
468,888,4.0
1702,5199,4.0
2915,151,4.0
2541,1019,3.0
3005,3183,4.0
1196,5153,5.0
3451,2418,4.0
1228,616,3.0
3160,3616,3.0
913,865,4.0
2112,2987,3.0
858,5550,5.0
2087,5555,4.0
1259,1985,4.0
457,4585,4.0
1282,2256,3.0
648,1703,4.0
2381,4205,1.0
2018,2365,3.0
2643,3685,2.0
1019,983,3.0
2355,2053,4.0
1148,2355,4.0
1264,1839,4.0
1253,1228,5.0
2872,3414,4.0
2013,1523,3.0
3244,1288,3.0
3176,1244,4.0
1411,5633,4.0
551,2717,4.0
297,3025,4.0
2103,2320,2.0
555,3612,3.0
1441,2105,3.0
1777,1462,4.0
595,3776,4.0
1079,3067,4.0
2973,1373,4.0
2379,3109,3.0
213,1973,5.0
1370,1492,4.0
260,2495,3.0
736,2346,3.0
1981,1531,2.0
2436,2769,2.0
1968,2475,4.0
2372,1279,3.0
1031,5555,4.0
2804,467,4.0
555,1479,3.0
3489,3622,3.0
1259,2310,4.0
2422,4822,3.0
2529,3388,4.0
1320,1660,3.0
1333,5884,3.0
160,1524,3.0
1092,5133,4.0
3507,5569,4.0
919,349,4.0
1394,4950,3.0
2567,5624,4.0
3529,5677,4.0
1729,3826,4.0
780,4126,4.0
2412,1612,2.0
3067,2293,4.0
19,3914,2.0
610,1621,3.0
2174,2599,4.0
2340,914,3.0
858,799,3.0
455,2275,3.0
3638,2375,3.0
3160,1379,4.0
353,2401,4.0
1610,3354,4.0
3097,1408,5.0
1171,1361,4.0
919,3568,4.0
2495,4394,3.0
1517,3301,3.0
1388,4968,3.0
1080,2708,4.0
3578,3868,4.0
2750,4273,4.0
1729,4877,4.0
2908,1764,4.0
2907,4364,2.0
1242,4327,4.0
2324,4955,4.0
3755,4438,4.0
1616,3483,3.0
319,2302,4.0
2540,1421,4.0
2541,3914,4.0
2858,548,5.0
804,1501,3.0
1199,5696,4.0
2355,3161,4.0
1187,3167,3.0
1127,1327,4.0
2716,2224,3.0
3863,1531,3.0
5,3693,3.0
2114,377,4.0
2995,4456,3.0
784,5036,3.0
3199,1294,4.0
2296,5711,2.0
1748,3836,3.0
2396,2662,4.0
3100,5484,4.0
3071,1552,3.0
429,460,3.0
541,327,4.0
1307,1083,4.0
2688,1159,3.0
674,3216,3.0
3489,1478,4.0
1198,1491,4.0
942,3751,4.0
3543,4101,4.0
2805,5314,3.0
1287,2865,4.0
6,2830,4.0
1101,1086,4.0
1587,4624,5.0
2555,493,3.0
3363,5884,3.0
3893,4567,2.0
3578,2065,4.0
1244,1831,4.0
2671,1629,4.0
1265,5158,4.0
2003,2752,4.0
2918,3897,4.0
18,1702,3.0
145,4078,5.0
3633,5496,5.0
1088,4176,3.0
1690,3912,4.0
186,278,3.0
502,4124,3.0
1777,3219,4.0
1617,2067,4.0
1301,4284,4.0
377,1838,2.0
350,4109,2.0
150,1396,5.0
2622,1306,4.0
765,66,2.0
902,2699,3.0
1208,70,4.0
2028,4879,4.0
1221,3491,4.0
1196,3818,2.0
2406,1488,4.0
1603,497,3.0
695,4592,4.0
2455,3206,3.0
1240,4744,5.0
3704,2511,3.0
1694,5438,4.0
1347,2917,4.0
3535,4133,4.0
2995,2431,3.0
1196,6009,4.0
1573,5410,4.0
509,4042,4.0
1061,4910,3.0
1083,918,3.0
1405,4753,3.0
1124,4594,4.0
3461,2711,4.0
2012,5555,3.0
1219,2966,4.0
1894,2080,3.0
360,5158,2.0
1387,4409,5.0
3691,2099,3.0
2683,5032,3.0
3942,4573,1.0
1223,539,4.0
3478,4365,3.0
2407,4839,2.0
2859,4284,4.0
2469,5173,4.0
3481,3754,4.0
1702,4954,3.0
3871,4619,3.0
2792,4048,2.0
2791,1018,4.0
